Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BAC,CAT,CVX,GOOGL,JNJ,JPM,MMM,MSFT,PFE,PG,WFC,WMT,XOM,AAPL,AMZN,BAC,CAT,CVX,GOOGL,JNJ,JPM,MMM,MSFT,PFE,PG,WFC,WMT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,5.975115776062012,5.954999923706055,12.045090675354004,36.072349548339844,38.58584213256836,13.43254280090332,39.76232147216797,26.846345901489258,42.18577194213867,21.39623260498047,9.288658142089844,39.661460876464844,18.59934425354004,12.969928741455078,36.484867095947266,615328000,248118000,130861600,6340800,14540300,119844036,9255900,37373300,4067955,61397900,120151889,11083500,44597600,53966700,24024700
2010-02-04,5.759779930114746,5.796999931335449,11.4401216506958,34.72782897949219,37.616058349609375,13.083824157714844,39.14363479614258,25.553667068481445,41.00042724609375,20.805837631225586,8.99433422088623,38.87013626098633,17.885513305664062,12.659242630004883,35.45496368408203,757652000,255680000,252558700,11640200,15248400,134972892,18397000,57211800,6353870,77850000,99352043,14306600,68235300,63089700,33858200
2010-02-05,5.862049102783203,5.869500160217285,11.63402271270752,34.96429443359375,37.51591491699219,13.195841789245605,39.14363479614258,25.520347595214844,40.65363693237305,20.940357208251953,8.959413528442383,38.80681228637695,18.12346076965332,12.773955345153809,35.49877166748047,850306800,220496000,297683300,15988800,17307000,126113760,16775200,75224100,6467968,80960100,95279492,14844400,68479000,46637400,42297500
2010-02-08,5.8218607902526855,5.8414998054504395,11.230705261230469,34.308921813964844,36.96250534057617,13.249984741210938,38.97492980957031,25.120553970336914,40.13083267211914,20.716157913208008,8.899550437927246,38.623226165771484,17.469100952148438,12.64968204498291,35.48223114013672,478270800,197804000,208207300,8668700,11595600,107664228,10081200,58321000,5271131,52820600,58630015,11431800,43425800,31517700,30519400
2010-02-09,5.8839430809021,5.901500225067139,11.222955703735352,36.16693115234375,37.58442306518555,13.323753356933594,39.2186393737793,25.580312728881836,40.746803283691406,20.93288230895996,8.919508934020996,39.0980110168457,17.6541805267334,12.726161003112793,35.9509162902832,632886800,184460000,251522100,15494200,13051900,112671216,11356400,45173500,5085990,59195800,74804488,11427100,46845300,32475000,36243300
2010-02-10,5.851851463317871,5.868000030517578,11.378074645996094,35.91019058227539,37.289268493652344,13.274328231811523,39.19990539550781,25.90015983581543,40.69502258300781,20.917936325073242,8.849668502807617,39.04106140136719,17.964824676513672,12.723771095275879,35.75794219970703,370361600,124664000,175741800,8581500,11618700,106873020,10115800,39331800,2924459,48591300,63195205,9854600,42104800,28225200,21699100
2010-02-11,5.958320140838623,6.004499912261963,11.347047805786133,37.93711853027344,37.80579376220703,13.322759628295898,39.31236267089844,26.00010871887207,41.549102783203125,21.01509666442871,8.91451644897461,39.22464370727539,17.898723602294922,12.685530662536621,35.97298049926758,550345600,166870000,141086300,16405500,11273800,96303600,8353600,33830600,6607302,65993700,57646000,10383400,35821600,34738800,23555200
2010-02-12,6.009605884552002,5.982999801635742,11.207442283630371,37.97089767456055,37.78452682495117,13.241292953491211,39.19364547729492,25.95347785949707,40.984893798828125,20.873096466064453,8.87960147857666,39.0980110168457,17.766542434692383,12.642516136169434,35.730369567871094,655468800,161470000,162819300,13447700,13809100,91096812,12335800,38051100,6509828,81117200,53060257,16188300,45333600,51115200,30636200
2010-02-16,6.1001787185668945,5.876500129699707,11.758118629455566,38.59248733520508,38.83807373046875,13.444462776184082,39.74980163574219,26.699748992919922,41.65262222290039,21.286060333251953,8.839691162109375,39.77541732788086,18.103633880615234,12.80024528503418,36.546424865722656,543737600,178654000,205493300,7364200,14230800,146029824,10212400,46425300,4328444,51935600,66699017,13273100,36097500,47313600,30514900
2010-02-17,6.074685573577881,5.815499782562256,12.145922660827637,38.84922790527344,38.758262634277344,13.367714881896973,39.981014251708984,26.679759979248047,41.75421905517578,21.466249465942383,8.81474781036377,39.788063049316406,18.063974380493164,12.919742584228516,36.259700775146484,436396800,178896000,261541900,8450800,8728000,81106812,9485500,34644100,3701859,45882900,61399821,14384400,50109700,46602600,21821800
2010-02-18,6.08608341217041,5.9039998054504395,12.316553115844727,39.05867385864258,39.173282623291016,13.492151260375977,40.32470703125,26.92629623413086,42.259605407714844,21.75156593322754,8.84467887878418,40.129920959472656,18.07057762145996,12.778739929199219,36.36997604370117,422825200,196002000,242140300,6844000,9848000,93382524,8260600,31809500,3232070,42856500,60202899,17709000,30287900,88372500,22536700
2010-02-19,6.048291206359863,5.875999927520752,12.316553115844727,39.35596466064453,39.402099609375,13.431053161621094,40.17988586425781,26.673095703125,42.47322463989258,21.601402282714844,8.974377632141113,40.167911529541016,18.090410232543945,12.783516883850098,36.32035446166992,415469600,142312000,216078200,8005800,13113200,102021876,14222300,40290200,3848608,44451800,53393321,10897800,32174300,45271200,24264600
2010-02-22,6.010804176330566,5.9004998207092285,12.572498321533203,39.20731735229492,38.82210159301758,13.481719970703125,39.97838592529297,27.219482421875,42.03557586669922,21.57137680053711,8.954426765441895,40.148921966552734,18.5134220123291,12.86476993560791,36.061214447021484,390563600,136146000,173773200,6994800,8683400,85698216,9839700,43898900,3618378,36707100,61134003,9675300,41852200,36291600,20469700
2010-02-23,5.910033702850342,5.861999988555908,12.363090515136719,38.28168487548828,38.33258056640625,13.289726257324219,39.86505126953125,26.573139190673828,41.530181884765625,21.271041870117188,8.81474781036377,40.01598358154297,18.037534713745117,12.814583778381348,35.807552337646484,575094800,141364000,210478400,10311000,11907600,114789096,12481400,52233100,4762352,52266200,50458353,11948500,38755100,42414000,33372900
2010-02-24,6.018002986907959,5.986000061035156,12.665569305419922,38.4843864440918,38.492210388183594,13.200312614440918,39.953208923339844,27.219482421875,41.71775817871094,21.496288299560547,8.884587287902832,40.44646453857422,18.282085418701172,12.88628101348877,36.14391326904297,460566400,147798000,191571600,5810100,8921000,92970936,8519300,44645000,4222717,43165900,71379515,12808800,35782300,31872600,21469600
2010-02-25,6.058191299438477,5.909999847412109,12.836204528808594,38.369529724121094,38.36983871459961,13.075132369995117,39.84615707397461,27.07954978942871,41.54582214355469,21.473764419555664,8.824726104736328,40.3261833190918,18.13667869567871,12.94124984741211,35.91783905029297,665126000,190668000,287325100,9965600,11761100,132235632,10528900,46718100,4911135,48735300,56344732,10085600,34185600,40530300,25668800
2010-02-26,6.136767864227295,5.920000076293945,12.921517372131348,38.545196533203125,38.47092819213867,13.084321975708008,39.66983413696289,27.965778350830078,41.759437561035156,21.526321411132812,8.754884719848633,40.06027603149414,18.07057762145996,12.92213249206543,35.84064483642578,507460800,114432000,343669400,6108500,8978800,81890028,9357800,67699100,3856382,40370600,62436536,10640900,50819700,47858700,20129700
2010-03-01,6.267826557159424,6.2270002365112305,12.960299491882324,39.085689544677734,38.74228286743164,13.23061466217041,39.915428161621094,27.87248420715332,41.98347091674805,21.78911590576172,8.854653358459473,40.20589065551758,18.077186584472656,12.881500244140625,36.061214447021484,550093600,265930000,170931100,8398500,7428100,89426484,9219400,34606800,3043940,43805400,48087169,7748600,34311000,36386100,18798600
2010-03-02,6.263631343841553,6.276500225067139,12.766397476196289,39.288387298583984,39.013671875,13.438502311706543,39.946903228759766,27.732553482055664,42.2700309753418,21.368633270263672,8.779824256896973,40.33251190185547,18.420888900756836,12.807413101196289,36.11083221435547,566546400,241950000,183048600,6583600,9257200,174097728,9014000,33891600,4025258,93123900,68147740,8004000,45592200,42245100,24823900
2010-03-03,6.278024196624756,6.29449987411499,12.704315185546875,39.57215881347656,38.912559509277344,13.544309616088867,39.921714782714844,27.67258644104004,42.202293395996094,21.368633270263672,8.640146255493164,40.2312126159668,18.639009475708008,12.82414722442627,36.07773971557617,372052800,128808000,154950200,8833800,8194200,123452424,9360400,27562500,3411351,48442100,114953456,8608300,35902200,34893600,22279800
2010-03-04,6.319413185119629,6.426499843597412,12.727595329284668,39.4910888671875,38.8859748840332,13.774551391601562,40.02875518798828,27.93246078491211,42.21271896362305,21.496288299560547,8.645136833190918,40.307186126708984,18.79102325439453,12.895841598510742,36.061214447021484,366041200,150194000,157746500,6195600,9419900,127224648,8067200,25450700,3133879,42890600,59990729,8600300,30891500,33635400,21961100
2010-03-05,6.566540241241455,6.445499897003174,12.960421562194824,40.01809310913086,39.535133361816406,14.013486862182617,40.32470703125,28.525487899780273,42.95256423950195,21.466249465942383,8.71996784210205,40.319847106933594,19.266910552978516,12.938858985900879,36.65119552612305,899620400,135386000,172469000,6626900,8750200,156331512,10633600,34790800,3758550,56001800,68202654,10101100,40554100,34125300,26837900
2010-03-08,6.570435523986816,6.505499839782715,12.99145793914795,39.80188751220703,39.716033935546875,13.970518112182617,40.425453186035156,28.37889289855957,42.36381530761719,21.496288299560547,8.655110359191895,40.003318786621094,19.095069885253906,12.94124984741211,36.656707763671875,429889600,112118000,127705100,4755100,6474000,95360544,33380500,28524900,4338968,39414500,51370695,11293300,31311900,22670100,20297200
2010-03-09,6.688601970672607,6.440999984741211,13.038026809692383,39.98429489135742,39.535133361816406,13.913641929626465,40.469539642333984,28.2656192779541,42.718101501464844,21.623926162719727,8.595247268676758,40.07296371459961,19.1545467376709,12.919742584228516,36.822113037109375,920259200,121416000,167779500,7692500,8480100,126936936,8827100,37107100,5082761,50271600,57489271,7100900,31292400,37753800,29003100
2010-03-10,6.743186950683594,6.5254998207092285,13.278610229492188,39.71403121948242,39.354217529296875,14.317498207092285,40.482120513916016,28.605443954467773,42.49407196044922,21.75156593322754,8.555342674255371,39.88935852050781,19.544511795043945,12.88922119140625,37.06473922729492,596218000,112514000,222932200,6529900,14652900,225969804,8436600,40903700,4287182,44891400,59341465,9813200,42568300,38091000,24810300
2010-03-11,6.762980937957764,6.678999900817871,13.286373138427734,39.79512405395508,39.37016296386719,14.433984756469727,40.438045501708984,28.772031784057617,42.337745666503906,21.90924835205078,8.62518310546875,39.99065399169922,19.67009925842285,12.970932960510254,37.06473922729492,405700400,144816000,145079600,6166500,7024700,169162668,9957800,30119600,4841528,35349700,51448270,10047900,32127400,32021700,19357400
2010-03-12,6.795970439910889,6.591000080108643,13.076830863952637,40.781551361083984,39.22650146484375,14.394244194030762,40.412864685058594,28.752046585083008,42.4002799987793,21.97681999206543,8.52042007446289,40.08560562133789,19.58417510986328,12.954106330871582,36.833160400390625,416323600,123016000,171456700,9688800,7681900,110025864,8223000,31367300,3523296,31700200,90062719,8099000,36671500,31433700,23361800
2010-03-15,6.713195323944092,6.55649995803833,13.076830863952637,40.180233001708984,39.14669418334961,13.987903594970703,40.6584358215332,28.698734283447266,42.337745666503906,21.991838455200195,8.610214233398438,40.3261833190918,19.756017684936523,13.319426536560059,36.55745315551758,493502800,126584000,120308200,7906700,8807600,185969844,7444700,29142000,3136271,37512000,46310547,7674900,26911900,73121700,22070000
2010-03-16,6.731489658355713,6.5894999504089355,13.21652603149414,40.16673278808594,39.36485290527344,14.038076400756836,40.63325881958008,28.812007904052734,42.546165466308594,22.05190658569336,8.610214233398438,40.21855163574219,20.01380157470703,13.456412315368652,36.70633316040039,446908000,82650000,107411800,7281000,9828300,137122740,8882000,28553800,5073671,36723500,56037175,8939300,40201400,55359000,35103700
2010-03-17,6.721591472625732,6.566999912261963,13.402780532836914,40.686954498291016,39.73200225830078,14.047018051147461,40.70881271362305,29.178497314453125,42.81710433959961,22.247119903564453,8.585275650024414,40.52241516113281,20.19224739074707,13.439589500427246,37.14194107055664,450956800,87176000,134463900,7925400,10292000,132731136,8060700,32918800,4771681,50385700,59708468,10135400,33176200,37485600,38770000
2010-03-18,6.737488269805908,6.638000011444092,13.255329132080078,40.38294219970703,39.77988815307617,14.067880630493164,40.96698760986328,29.07854461669922,43.59341049194336,22.232097625732422,8.595247268676758,40.345176696777344,20.020402908325195,13.444395065307617,37.15848159790039,342109600,100426000,123986800,7204200,9916100,71016912,11742100,26012000,5907642,43845200,53653975,8867400,33984900,28416600,25925500
2010-03-19,6.665508270263672,6.517499923706055,13.053547859191895,40.112674713134766,39.896949768066406,13.90892219543457,40.99847412109375,28.951946258544922,42.70246505737305,22.217086791992188,8.435617446899414,40.414794921875,20.07988929748535,13.30019474029541,36.96548843383789,559445600,178100000,178218800,9425500,16610700,191576232,23117600,37014400,8223935,81332100,119353801,17458100,53781800,51552300,45564200
2010-03-22,6.740488052368164,6.523499965667725,13.162195205688477,40.504547119140625,39.62025451660156,13.84682846069336,40.9921760559082,29.145170211791992,42.63994598388672,22.224597930908203,8.555342674255371,40.440128326416016,20.099716186523438,13.367487907409668,36.92689514160156,456419600,107668000,113667800,7512500,9317900,160031808,8803800,23257200,3895013,37718200,74916107,9648000,28594000,29622300,21390600
2010-03-23,6.848755359649658,6.4629998207092285,13.294129371643066,42.166603088378906,39.78520965576172,13.635710716247559,41.1558837890625,29.704885482788086,42.90565872192383,22.434825897216797,8.749893188476562,40.85160827636719,20.542566299438477,13.432377815246582,36.915863037109375,602431200,84262000,131261400,14315300,8006700,219831948,9453900,33735700,4967108,42026600,77908623,11807900,39320200,28107900,24754700
2010-03-24,6.879047870635986,6.4019999504089355,13.635600090026855,41.930152893066406,39.33824157714844,13.842604637145996,40.771785736083984,29.94476890563965,42.52011489868164,22.26213264465332,8.78481388092041,40.269195556640625,20.397146224975586,13.357869148254395,36.66773223876953,597780400,93928000,270410600,11447400,8997600,262345392,9312500,35849200,3710590,33987700,77922536,11732100,36135600,26096700,19748800
2010-03-25,6.7974700927734375,6.736499786376953,13.76753044128418,41.98418426513672,39.269081115722656,13.980453491210938,40.6584358215332,29.94476890563965,42.16581726074219,22.532434463500977,8.675067901611328,40.2755241394043,20.529338836669922,13.365084648132324,36.55745315551758,542284400,324192000,315304700,11361900,10510300,157078764,10496600,45019400,5911230,73168700,50807754,8203200,47424300,29379300,21095600
2010-03-26,6.924932479858398,6.752999782562256,13.891705513000488,42.186866760253906,39.60429763793945,13.97573471069336,40.53880310058594,29.998075485229492,42.202293395996094,22.269643783569336,8.55035400390625,40.319847106933594,20.635089874267578,13.341050148010254,36.689788818359375,640875200,131314000,220970700,7887300,10411500,107740152,9450400,39727000,4563099,55595500,57108144,10630300,36079700,29841900,30553400
2010-03-29,6.96961784362793,6.75600004196167,14.000353813171387,42.88954544067383,40.02997589111328,13.969772338867188,40.81587600708008,29.891454696655273,42.389862060546875,22.217086791992188,8.62019157409668,40.345176696777344,20.55577850341797,13.396323204040527,37.108848571777344,540744400,92538000,152539700,6986500,8818000,124055820,7812900,30628400,3710710,33336000,51374595,8176700,25280200,29329500,26122200
2010-03-30,7.073387622833252,6.828999996185303,13.783056259155273,42.67334747314453,40.06722640991211,14.075581550598145,40.86622619628906,29.704885482788086,43.91121292114258,22.352235794067383,8.610214233398438,40.30086135864258,20.383928298950195,13.43718433380127,36.97100830078125,527310000,123854000,144373000,6183200,6378100,79036884,8311600,30296300,10410702,34954800,44091982,6113600,26937900,20823900,17745900
2010-03-31,7.047894477844238,6.78849983215332,13.85290241241455,42.463890075683594,40.349246978759766,14.085763931274414,41.05513381958008,29.818159103393555,43.54130935668945,21.991838455200195,8.555342674255371,40.05396270751953,20.568998336791992,13.362679481506348,36.93240737915039,430659600,92012000,114280900,6660800,9875500,121110768,11939100,39043000,5186693,63760000,62218779,8193800,28384000,29900700,22352500
2010-04-01,7.0769877433776855,6.5904998779296875,14.000353813171387,43.2341194152832,40.80685043334961,14.127490997314453,41.414058685302734,30.138357162475586,43.687198638916016,21.89423370361328,8.52042007446289,40.110939025878906,20.734241485595703,13.336249351501465,37.27978515625,603145200,175716000,95607200,7829300,7859300,84023892,10600600,23894600,3547097,74768100,72849107,10554900,33041400,35364300,19614700
2010-04-05,7.152563571929932,6.57450008392334,14.07020092010498,43.90974807739258,41.3229866027832,14.182381629943848,41.18106460571289,30.24508285522461,43.86432647705078,21.97681999206543,8.43062973022461,40.36415100097656,20.82677459716797,13.336249351501465,37.59959030151367,684507600,116330000,107989300,6695600,8108600,75983940,8617600,21342400,3110557,34331200,72462711,8579800,30821900,32246400,20901100
2010-04-06,7.184056758880615,6.7779998779296875,14.349591255187988,44.112449645996094,41.440032958984375,14.113085746765137,41.12440872192383,30.57862663269043,43.94768524169922,22.014362335205078,8.460559844970703,39.952667236328125,21.335710525512695,13.345858573913574,37.43968200683594,447017200,159006000,160316600,6389000,6490000,82321596,8260100,28192100,3837366,47366800,81797462,11052300,39500100,28701600,19776800
2010-04-07,7.215845108032227,6.743500232696533,14.450475692749023,43.55842590332031,41.16867446899414,13.996847152709961,41.06773376464844,30.231746673583984,43.58819580078125,22.036888122558594,8.515433311462402,39.56649398803711,21.14402961730957,13.285773277282715,37.13090133666992,628502000,118908000,233522300,6973000,9431400,103136760,9409400,28890100,5338346,58318800,89101893,14043500,34514700,38805600,24531500
2010-04-08,7.19635009765625,7.047999858856201,14.473763465881348,43.565189361572266,41.3229866027832,14.094954490661621,40.88511276245117,30.52526092529297,43.21827697753906,22.464859008789062,8.55035400390625,39.6044807434082,21.302658081054688,13.309805870056152,37.417625427246094,572989200,253782000,164305500,5418000,6880500,77822100,8962600,28869900,4494209,63713800,55647722,8458800,32203600,33419100,24060800
2010-04-09,7.2515339851379395,7.002999782562256,14.427197456359863,44.09893035888672,42.302066802978516,14.063409805297852,41.017356872558594,30.672021865844727,43.499637603759766,22.780210494995117,8.605226516723633,39.71209716796875,21.348928451538086,13.235300064086914,37.91387939453125,334182800,120222000,135480600,6022900,9804100,82181736,6972700,22881200,3449144,54752500,46376632,9146700,27106200,37605300,21099600
2010-04-12,7.2665300369262695,7.059999942779541,14.481521606445312,45.08537292480469,42.796913146972656,14.225102424621582,40.99847412109375,30.778759002685547,43.39021301269531,22.76519203186035,8.62518310546875,39.69310760498047,21.428241729736328,13.223282814025879,37.886314392089844,333026400,108906000,128319000,11837000,10000000,94001904,8692200,24645900,3140816,37068800,51902754,9164400,25108400,35862900,18170300
2010-04-13,7.270728588104248,7.007999897003174,14.489275932312012,44.72052764892578,42.67984390258789,14.57381820678711,41.357398986816406,30.598636627197266,43.73407745361328,22.86280632019043,8.570308685302734,39.88302230834961,21.249784469604492,13.151185035705566,37.8587532043457,306210800,95710000,113687800,7001400,7978500,156335508,12481600,27988900,5090176,41374600,69737067,11229400,38042000,38553300,19177100
2010-04-14,7.368500709533691,7.214000225067139,15.05581283569336,45.456974029541016,42.8767204284668,14.629205703735352,41.237754821777344,31.839391708374023,43.96855163574219,23.140605926513672,8.515433311462402,40.003318786621094,21.996665954589844,13.1319580078125,37.831172943115234,404076400,158006000,246624700,5497400,7290400,135971892,10501900,72533100,4343992,68941200,101067744,7685600,54445900,44060700,18777800
2010-04-15,7.465373992919922,7.290999889373779,15.117895126342773,46.092079162597656,43.414146423339844,14.785679817199707,41.2503547668457,31.89276695251465,44.2863655090332,23.17815589904785,8.475525856018066,39.88302230834961,22.148685455322266,13.00938606262207,37.63819122314453,376784800,156592000,240100000,7129500,9702500,270201528,8656900,45412100,5424458,52745400,62821562,11314800,47891800,52977900,16712900
