Date,AAPL,AMZN,BAC,CAT,CVX,GOOGL,JNJ,JPM,MMM,MSFT,PFE,PG,WFC,WMT,XOM
2010-01-05,0.001728561146504104,0.0058998892697967875,0.03250468091856051,0.01195499638148112,0.007083567808985336,-0.004403727773142574,-0.01159516584949205,0.01937033210501693,-0.006263473707711409,0.0003230858175469198,-0.014262675113003942,0.0003269851089213738,0.02745233269755043,-0.0099574442346404,0.0039041376608808243
2010-01-06,-0.01590614372502286,-0.018115634693665172,0.011728652093808023,0.0030383976556300762,0.0001249922163937267,-0.025208682706968855,0.008133896912264627,0.005494410795840343,0.014181776180437033,-0.006136730304787119,-0.003215480638446677,-0.004742861090750838,0.0014249868566924562,-0.0022349957025887823,0.008642767868427548
2010-01-07,-0.0018485019695725358,-0.0170132608680289,0.03294709553436359,0.004037936612955928,-0.003767021812278837,-0.02327951540762896,-0.007137582087593075,0.01980858285893139,0.0007171550138225236,-0.010399638893708874,-0.003763806780807566,-0.0054235317726124554,0.0362859213118083,0.0005599446565807131,-0.003141688136012566
2010-01-08,0.0066480704015488,0.027076941270094634,-0.00885996904301789,0.011228742593465402,0.0017648644715648754,0.013331065246259932,0.0034381373766745327,-0.002455506800895013,0.00704626638979744,0.006895789866031121,0.008094997522938518,-0.001322010884553082,-0.009269372181066493,-0.00503772392882762,-0.004011540098790567
2010-01-11,-0.008821204733103993,-0.024041349123433142,0.008939169810811887,0.06281047809457818,0.01774287135316266,-0.0015114557606122903,0.0001557262184768149,-0.003357773089983418,-0.004031852420741333,-0.012719533951721207,0.008030098043023903,-0.003970680247223912,-0.0020784204565453823,0.01650131307891245,0.011219777996358093
2010-01-12,-0.0113753000748541,-0.022715100723843973,-0.033668332657408206,-0.02947127707921815,-0.005811839611983283,-0.01768393506423982,0.005294247258913476,-0.023355141656391187,0.0008334166281931399,-0.0066075488007374394,-0.003186246728434816,0.01146210925796054,-0.02500041905919359,0.009591811391468585,-0.004978587773685095
2010-01-13,0.014105478490875178,0.013820227706130561,0.01589264417583114,0.001446170825709192,-0.0075856253053039335,-0.005741111872642146,0.006350917954718094,0.017475538110235833,-0.003212781893311756,0.009311911740666146,0.023441490398574016,0.010346162161106287,0.017806568215531282,0.005116357916111536,-0.004002738773636216
2010-01-14,-0.0057918355316761705,-0.013631832674516842,0.01203366184873822,-0.005615632935658699,-0.0031331758930208675,0.0047010838588206205,0.002000665228470311,0.009943571329181777,-0.0033418023407042474,0.02009869220757743,0.008849386833559958,0.000975563943338198,0.014345654919590167,-0.014542635224796263,0.00014362584597571448
2010-01-15,-0.01671178800841977,-0.001648991677534517,-0.033293828451439356,-0.02339126203067121,-0.0040225606220503085,-0.016699159242000938,-0.008294908232203468,-0.022599936140278776,-0.0015569993169539664,-0.0032300619740267544,0.005675840218525741,-0.012341584709739895,-0.031390380911715976,-0.009776795904812507,-0.008180301001339152
2010-01-19,0.044238525456089084,0.0036967069581697043,0.0036899897420463734,0.01347259402702905,0.005679560879771506,0.013137850545091645,0.01223690627862073,-0.009157897434038942,0.02099078840848989,0.0077773359630499694,0.02616746105723755,0.014797485172928226,0.007123018485504673,0.006519946619502948,0.0023150221622867395
2010-01-20,-0.015392702905928313,-0.014340538789756496,0.010416810288742528,-0.019202077024216946,-0.019201342178242098,-0.012269819990888609,-0.0030606595349983445,0.002772927245812573,-0.004699416724444849,-0.016398803701160425,-0.0029996586209403153,-0.013544509273470173,-0.016265814568466652,-0.0031463511566003355,-0.01790108868173701
2010-01-21,-0.017286201721388728,0.006678298086381096,-0.06185569393346024,-0.04869481155802158,-0.024440562299914537,0.004428055460807601,-0.0181116902557652,-0.06589892893192373,-0.023842985695652574,-0.018960173973187167,-0.03510534167160417,-0.010091195966312694,0.00647011679294951,-0.01745264391677981,-0.019549944706275912
2010-01-22,-0.04959858934891492,-0.040988790522968555,-0.03684559035852697,-0.045734577764076745,-0.02164181116502073,-0.056554311778311384,-0.01203714271427414,-0.034040058749311264,-0.014752296357685935,-0.0349883824497047,-0.01455302560485583,0.007854649213815179,-0.026429142942685835,0.00037793191313784114,-0.008995632786589547
2010-01-25,0.026902692150601037,-0.009223380956577043,0.005369196525978115,0.016405737106061302,-0.0005362072853550837,-0.018199665688939826,0.00031642974520740275,0.0012765657282598486,0.004295483614327855,0.01243067386780683,-0.0058018739880968395,0.005305893953459151,0.014673931946957541,-0.0011332920267799196,-0.0037828883952585324
2010-01-26,0.014133222927275035,-0.006898859792041745,-0.014019086274349668,0.012876273460997956,-0.005365823348889687,0.004481400145125658,-0.006801280575032487,-0.019637654449555453,-0.0024439993004021776,0.006139111766008343,-0.0037136849726339127,0.0009894863595785175,-0.024222464035904556,0.01380479752483188,0.0010637045788151056
2010-01-27,0.00941992358539201,0.02736856926343112,0.028436581186733534,-0.0431513691115305,-0.006068470415730887,-0.0005899462790699417,0.010351503312949761,0.023152785733242753,0.008207732035316662,0.005762859761299977,0.011714661777328272,0.00197761221445103,0.044831123246308335,-0.003916763636712783,-0.005764457729000139
2010-01-28,-0.041322094081480465,0.02672098402100187,0.011849585560773201,-0.02956617248842741,-0.006241830546757976,-0.014406826960834507,0.005674862107345913,0.0038139451540959435,-0.018833205564426247,-0.0171890884023288,-0.01947366828044106,0.014306268740722494,0.008865804756708062,-0.014794640030172057,-0.008849601713205923
2010-01-29,-0.03627852288596212,-0.004919409864532542,-0.012361533742179187,0.007327578980098615,-0.015292131554785371,-0.008141732198584717,-0.014733767997046732,-0.013678049779281887,-0.003220412630084657,-0.03360802993036427,0.0016106405654987554,-0.002107359158830646,-0.0007039418508266726,0.015586439886043246,-0.008158847110481537
2010-02-01,0.013901762807763784,-0.05214897242564975,0.01581007305711113,0.013399669515168133,0.020243772685027084,0.005812044806419392,0.0036591106163539333,0.017719803878284424,-0.0006205996413561898,0.008162230616638233,0.006966564461844182,0.007149078713193369,0.017587658673888118,0.0009358860195238794,0.02716106303302923
2010-02-02,0.0058029704043038866,-0.006309397554944973,0.011673402451579662,0.011522594859225466,0.011823730974266145,-0.003564569948246721,0.014265132332009989,0.023214894768706973,-0.0001246001229326943,0.001759497070948468,0.02394905531417546,0.014679483920611247,-0.004839442173152686,0.0001870618838317739,0.011786128511151572
2010-02-03,0.01720626887465837,0.008296611113712604,-0.004487305397188557,-0.002987826016544237,-0.016655054209129383,0.018263331582855757,-0.005625227762291574,-0.006411880010571913,0.01330363693523573,0.005973540369195396,-0.023085102210897657,-0.003974516649994042,-0.020876900089594197,0.014582204513726715,-0.005375944885099404
2010-02-04,-0.03603877381087095,-0.026532324835409127,-0.05022536076843798,-0.037272885899652386,-0.02513315064181121,-0.025960731959478678,-0.015559621599519735,-0.04815101607314465,-0.02809821040304117,-0.02759340789824183,-0.03168637672969565,-0.019951978519986757,-0.03837936102183348,-0.023954342205224632,-0.02822823526139806
2010-02-05,0.01775574308555572,0.01250650849415047,0.016949213297913213,0.006809105580461106,-0.0026622521606713967,0.008561535998992342,0.0,-0.0013039018305007755,-0.008458212194697112,0.006465472787525961,-0.003882521105648573,-0.0016291163525694596,0.013303921443166056,0.009061578050256536,0.0012355952128109138
2010-02-08,-0.006855676543452538,-0.004770483687286942,-0.03466706756868532,-0.01874405390543854,-0.014751328273360564,0.004103031305623839,-0.004309895783845108,-0.01566568101732635,-0.012859962839821382,-0.01070656497471778,-0.006681585834284354,-0.004730770444392074,-0.03610567682528776,-0.0097286468296639,-0.00046594646988595834
2010-02-09,0.010663650830221805,0.010271406593340027,-0.0006900330224023365,0.05415528207075959,0.016825637734211085,0.00556744910756124,0.006252982760962977,0.01830209473436839,0.015349061321625834,0.010461611494753775,0.002242640932590634,0.012292728966669664,0.010594682296011237,0.006045919403975475,0.013209010118202968
2010-02-10,-0.005454100616369084,-0.005676555667534444,0.013821576628794352,-0.007098765692530207,-0.007853109013308601,-0.003709549689040914,-0.0004776804746573493,0.012503643341797765,-0.0012707917311470807,-0.0007139955055460723,-0.007830075818074711,-0.001456586000090354,0.017596067362620982,-0.00018779487673670214,-0.0053677099359030755
2010-02-11,0.01819401572103252,0.023261738417602817,-0.002726897227808167,0.05644436621281823,0.013851847714379861,0.003648500748106409,0.0028688149692195353,0.0038590064188881446,0.020987338155500357,0.004644833880625754,0.007327726021197245,0.00470228777903503,-0.0036794722692266024,-0.0030054323087798096,0.006013721325448973
2010-02-12,0.008607416604197615,-0.003580666323654169,-0.012303246143421709,0.0008903982589019144,-0.0005625311662446064,-0.006114849856756477,-0.0030198437727426697,-0.0017934870918887569,-0.013579330155911062,-0.006757056635604997,-0.0039166420969435345,-0.003228396193340033,-0.007384949370668581,-0.0033908338177934816,-0.006744254382853421
2010-02-16,0.015071343405016924,-0.017800380322078313,0.049134881259171204,0.016370159746341262,0.027883024985292826,0.015343654385299388,0.01418995736871298,0.02875418614271652,0.016292061835020633,0.019784504319179552,-0.004494606718958627,0.01732585094273187,0.018973384785585523,0.012476088396161433,0.022839262725828702
